821145006270509056	bestshopdealsnl	Luidsprekers #aanbieding voor: EUR 169,95 https://t.co/4MFTiHxCCd	Luidsprekers #aanbieding voor : EUR 169,95 https://t.co/4MFTiHxCCd
821147330401288192	aboutict	Applicatiebeheerder bij Technolution https://t.co/QR2zieqNJl https://t.co/Kjpq44sEkc	Applicatiebeheerder bij Technolution https://t.co/QR2zieqNJl https://t.co/Kjpq44sEkc
821147333140369408	pvermeul_peter	@EWdeVlieger geen probleem ..bedankt voor de feedback	@EWdeVlieger geen probleem .. bedankt voor de feedback
821147333475926016	xfuck_fabzterz	@MrsFasje wel k zag iets van check je dm en stuur je naam dus k deed t Ff	@MrsFasje wel k zag iets van check je dm en stuur je naam dus k deed t Ff
821147336307048448	Ellen_elluh	RT @Schaatsforum_nl: Dinsdagavond waarschijnlijk eerste marathon op natuurijs https://t.co/pXFcXo7TrD https://t.co/ewavsTDdcy	RT @Schaatsforum_nl : Dinsdagavond waarschijnlijk eerste marathon op natuurijs https://t.co/pXFcXo7TrD https://t.co/ewavsTDdcy
821147339696050177	vThorben	zo kut als je fkk veel motivatie hebt voor opnames maar het niet kan door tyfus android	zo kut als je fkk veel motivatie hebt voor opnames maar het niet kan door tyfus android
821147340480253952	aboutict	Teamleider Systeembeheer bij Technolution https://t.co/f8JnzsiF4a https://t.co/OFyfgJMJUX	Teamleider Systeembeheer bij Technolution https://t.co/f8JnzsiF4a https://t.co/OFyfgJMJUX
821147340509618177	ictbaneninnl	Teamleider Systeembeheer bij Technolution https://t.co/ZRl2KQ8hbI https://t.co/s3o14AD8iS	Teamleider Systeembeheer bij Technolution https://t.co/ZRl2KQ8hbI https://t.co/s3o14AD8iS
821147343798104064	MissMusicGaming	Pressies wat ik ben :) https://t.co/OaivJmb7wh	Pressies wat ik ben :) https://t.co/OaivJmb7wh
821147346042023937	AltNieuws	RT @BlikopNOS: Verslag Congres @fvdemocratie #fvd @thierrybaudet https://t.co/ZeClLMyMFW https://t.co/5be2D6EJzs	RT @BlikopNOS : Verslag Congres @fvdemocratie #fvd @thierrybaudet https://t.co/ZeClLMyMFW https://t.co/5be2D6EJzs
821147345865834496	daamndonyell	Wanneer je klaar bent met nfl en jr moet naar kfc 🌚	Wanneer je klaar bent met nfl en jr moet naar kfc 🌚
821147349921603584	aboutict	Technisch Beheerder bij Technolution https://t.co/9CWvhanOmj https://t.co/SrvKz3k1rc	Technisch Beheerder bij Technolution https://t.co/9CWvhanOmj https://t.co/SrvKz3k1rc
821147350227767296	ictbaneninnl	Technisch Beheerder bij Technolution https://t.co/0RvbAbqlsW https://t.co/Y3oqJLKFOr	Technisch Beheerder bij Technolution https://t.co/0RvbAbqlsW https://t.co/Y3oqJLKFOr
821147352023134208	Pe_Diederen	Medammecour 2017: @PLTheaters Heerlen volle bak uit zijn dak!! Vette carnavalspret!! https://t.co/joZYJ55dfA	Medammecour 2017: @PLTheaters Heerlen volle bak uit zijn dak !! Vette carnavalspret !! https://t.co/joZYJ55dfA
821147358280957953	bb71er	Wat moet ik doen om een verhaal van meer dan 140 tekens te plaatsen? Help. Iemand?	Wat moet ik doen om een verhaal van meer dan 140 tekens te plaatsen ? Help . Iemand ?
821147360030060546	rosti_rastelli	Ga nu eens onderzoeken hoe het 'autoarbeiders' item van Trump samenhangt met steun van de vakbonden. 'Inbraak' in het andere electorale kamp	Ga nu eens onderzoeken hoe het ' autoarbeiders ' item van Trump samenhangt met steun van de vakbonden . ' Inbraak ' in het andere electorale kamp
821147362584358912	AbeKuijl	@Erwinnn1 Ook op Eurosport 2 overigens.	@Erwinnn1 Ook op Eurosport 2 overigens .
821147364698312704	hermanvenema	@JoostNiemoller @diejosina Ze is wel interessant want ze polarisseert. En dat hebben de gevestigde partijen nodig om in het zadel te blijven	@JoostNiemoller @diejosina Ze is wel interessant want ze polarisseert . En dat hebben de gevestigde partijen nodig om in het zadel te blijven
821147367936237568	Naimundefined	RT @hahahafss: Deze foto ruikt naar 1 million van Paco Rabanne en AXE deodorant https://t.co/qS32h7sMdC	RT @hahahafss : Deze foto ruikt naar 1 million van Paco Rabanne en AXE deodorant https://t.co/qS32h7sMdC
821147369148444672	Valessie	@aardengelpiet Tot op heden heb ik die hipstershit kunnen ontduiken ja.	@aardengelpiet Tot op heden heb ik die hipstershit kunnen ontduiken ja .
821147374118727681	SchilderFrits	RT @EWdeVlieger: "Als je een klein dakje hebt, wat dan?", vroeg Eva #Jinek aan de man die een wereld uitvinding presenteerde over energie o…	RT @EWdeVlieger : " Als je een klein dakje hebt , wat dan ?", vroeg Eva #Jinek aan de man die een wereld uitvinding presenteerde over energie o…
821147378963124226	martinyoutube24	Ik vind een @YouTube-video van @kud leuk: https://t.co/JvlAuegNtQ Kud - Te laat	Ik vind een @YouTube - video van @kud leuk : https://t.co/JvlAuegNtQ Kud - Te laat
821147380359819264	Nienkedv73	Alex Turner zijn teksten zijn echt next level	Alex Turner zijn teksten zijn echt next level
821147380955443201	Jacha__	Ik vind een @YouTube-video van @nobodyepic leuk: https://t.co/JuZ5zon6CG Sidearms = Markiplier? [Buzzfeed Quizzes]	Ik vind een @YouTube - video van @nobodyepic leuk : https://t.co/JuZ5zon6CG Sidearms = Markiplier ? [ Buzzfeed Quizzes ]
821147381462876160	Coutinho76	Ik heb in #SkylineSkaters mijn Ninja board geüpgraded naar niveau 17 https://t.co/AFB4d7NNMd https://t.co/BOd70KQWqW	Ik heb in #SkylineSkaters mijn Ninja board geüpgraded naar niveau 17 https://t.co/AFB4d7NNMd https://t.co/BOd70KQWqW
821147384356990976	RegioDate	Dana 18j. op zoek is naar een leuke en gezellige man of vrouw! https://t.co/8uuNfDWNAG	Dana 18j. op zoek is naar een leuke en gezellige man of vrouw ! https://t.co/8uuNfDWNAG
821147386101792771	PaneerBhurji	RT @MijnVitesse: Definitief: @AlexButtner_28 terug bij #Vitesse https://t.co/wMankwoSlf #buttnerisback https://t.co/CZ1TaOQs3x	RT @MijnVitesse : Definitief : @AlexButtner_28 terug bij #Vitesse https://t.co/wMankwoSlf #buttnerisback https://t.co/CZ1TaOQs3x
821147388987502592	amyasssn	@Jamila_Elhadoui @PerryOwusu @QueenTrey_ @Ledeffman96 wrm scheld je hun en nog met moeders ?, hij vertelt de waarheid	@Jamila_Elhadoui @PerryOwusu @QueenTrey_ @Ledeffman96 wrm scheld je hun en nog met moeders ?, hij vertelt de waarheid
821147393789927424	HetlevenvanTiff	@offthemarket kunt u deze tweet wissen? Bvd.	@offthemarket kunt u deze tweet wissen ? Bvd .
821147399796224000	FluedYT	Ik vind een @YouTube-video van @creepersedge leuk: https://t.co/0AGrxhQHYo Fake WATER Troll! - Catching Hackers Trolling!	Ik vind een @YouTube - video van @creepersedge leuk : https://t.co/0AGrxhQHYo Fake WATER Troll ! - Catching Hackers Trolling !
821147401125773317	SjuuldeToeret	VOOR ALLE MANNEN DIE OOIT VERDRIET HADDEN OM EEN WIJF, HIER LUISTER! @steen020 @ramsterdam @Bariteau_DH @m_roelofs1 https://t.co/BUP1sLirlK	VOOR ALLE MANNEN DIE OOIT VERDRIET HADDEN OM EEN WIJF , HIER LUISTER ! @steen020 @ramsterdam @Bariteau_DH @m_roelofs1 https://t.co/BUP1sLirlK
821147406372892673	4erijk	RT @JoostNiemoller: Wie sluit premier Sylvana uit?	RT @JoostNiemoller : Wie sluit premier Sylvana uit ?
821147406381236224	MarjavanCaem	RT @DCorleone62: Zegt alles over betrouwbaarheid van @VVD leider.Wel met backstabbers @cdavandaag in zee willen maar #PVV uitsluiten https:…	RT @DCorleone62 : Zegt alles over betrouwbaarheid van @VVD leider . Wel met backstabbers @cdavandaag in zee willen maar #PVV uitsluiten https: …
821147406150549505	WouterAvet	@MariaVANL @pvermeul_peter De mens is #zoekend, zie je... @EWdeVlieger https://t.co/BneSnJUuZS	@MariaVANL @pvermeul_peter De mens is #zoekend , zie je ... @EWdeVlieger https://t.co/BneSnJUuZS
821147408398684161	seowebbureau	Snel Huis Verkopen Noordwijkerhout NL-ZH | € 250.000 | BEL 0252-428096: https://t.co/byKaTdfMgF via @YouTube	Snel Huis Verkopen Noordwijkerhout NL-ZH | € 250.000 | BEL 0252-428096: https://t.co/byKaTdfMgF via @YouTube
821147409015336960	Dylan_vergauwen	Wa voor iet lelijk is da https://t.co/AH7Pg8mqmB	Wa voor iet lelijk is da https://t.co/AH7Pg8mqmB
821147411573829633	ftmaleficent	WTF MAAR 30 & 45 DAGEN CELSTRAF ÉN OOK ALLEEN IN HET WEEKEND TERWIJL ZE IEMAND VERKRACHT HEBBEN??? KK OP KK AMERIKA	WTF MAAR 30 & 45 DAGEN CELSTRAF ÉN OOK ALLEEN IN HET WEEKEND TERWIJL ZE IEMAND VERKRACHT HEBBEN ??? KK OP KK AMERIKA
821147412567916550	seowebbureau	Snel Huis Verkopen Noordwijkerhout NL-ZH | € 250.000 | BEL 0252-428096: https://t.co/nbEHDCvhtR via @YouTube	Snel Huis Verkopen Noordwijkerhout NL-ZH | € 250.000 | BEL 0252-428096: https://t.co/nbEHDCvhtR via @YouTube
821147412911845380	GeniusMitch	@SharonnAkaSherr mij nie xD Ik heb andere dingetjes <3	@SharonnAkaSherr mij nie xD Ik heb andere dingetjes <3
821147419102638081	Dudes_Donts	De plannen, het menu en de hele mikmak voor onze eigen Dudes & Dont's Pop Up zijn helemaal rond. Morgen - of beter gezegd straks - meer ✌🏻	De plannen , het menu en de hele mikmak voor onze eigen Dudes & Dont's Pop Up zijn helemaal rond . Morgen - of beter gezegd straks - meer ✌🏻
821147420935540738	SchilderFrits	RT @El_Tigra: Het beste advies tegen hartklachten en een hoge bloeddruk: de staatspropaganda uitzetten. Slaap lekker lieverds, morgen gez…	RT @El_Tigra : Het beste advies tegen hartklachten en een hoge bloeddruk : de staatspropaganda uitzetten . Slaap lekker lieverds , morgen gez …
821147421782708224	Luxury4LifePR	RT @ELLE_nl: En vanavond vandaag is-ie te bezoeken: https://t.co/CrdddG6BZF	RT @ELLE_nl : En vanavond vandaag is-ie te bezoeken : https://t.co/CrdddG6BZF
821147422604791808	NmMeijer	RT @gctje48: Eerst:We sluiten Niemand uit Nu:Niet met @geertwilderspvv Jezus noemde de duivel de vader der leugen maar toen wa…	RT @gctje48 : Eerst : We sluiten Niemand uit Nu : Niet met @geertwilderspvv Jezus noemde de duivel de vader der leugen maar toen wa …
821147425289146368	erikmouthaanRTL	@Iris00010 toen gaf hij speech jn Chicago, Michelle in zwarte jurk met rood	@Iris00010 toen gaf hij speech jn Chicago , Michelle in zwarte jurk met rood
821147430813110272	_Utrecht	B1 utenhamstraat 3451BR vleuten Ambulance naar Utenhamstraat in #Vleuten... https://t.co/Vtc8SLDg2P	B1 utenhamstraat 3451 BR vleuten Ambulance naar Utenhamstraat in #Vleuten ... https://t.co/Vtc8SLDg2P
821147431916175365	WaerdtC	RT @ietsist: Na #buitenhof is nu #jinek aan de beurt voor het grote VVD-offensief via de media. De spreekbuis van de plucheplakkers.	RT @ietsist : Na #buitenhof is nu #jinek aan de beurt voor het grote VVD-offensief via de media . De spreekbuis van de plucheplakkers .
821147435082907648	KobeSmits	Dit is onmenselijk	Dit is onmenselijk
821147436072595456	Leukeweetjes13	Wist je dat 40% van de amerikanen nog nooit een tandarts heeft bezocht? #weetje	Wist je dat 40% van de amerikanen nog nooit een tandarts heeft bezocht ? #weetje
821147440338391040	_ManuTorres_	1min stilte voor alle strijders die weten dat ze gebuisd gaan zijn op hun examen. Vergeet nooit , 2de zit bestaat .	1 min stilte voor alle strijders die weten dat ze gebuisd gaan zijn op hun examen . Vergeet nooit , 2 de zit bestaat .
821147442049650688	MarjavanCaem	RT @ietsist: Na #buitenhof is nu #jinek aan de beurt voor het grote VVD-offensief via de media. De spreekbuis van de plucheplakkers.	RT @ietsist : Na #buitenhof is nu #jinek aan de beurt voor het grote VVD-offensief via de media . De spreekbuis van de plucheplakkers .
821147444796801024	Radio_Powermix	Peter Wakkie weer op vrije voeten https://t.co/fZdX9m8epA #Telegraaf https://t.co/bvjItpQvcK	Peter Wakkie weer op vrije voeten https://t.co/fZdX9m8epA #Telegraaf https://t.co/bvjItpQvcK
821147445426061312	vasili83	@FilemonW respect voor je openhartigheid bij jinek.	@FilemonW respect voor je openhartigheid bij jinek .
821147445723889667	DarlingRA_	@SorrayahM iedereen kan zien dat hetgene dat zij "cute" vindt, gewoon lelijk is	@SorrayahM iedereen kan zien dat hetgene dat zij " cute " vindt , gewoon lelijk is
821147446755622912	HierIsStan	Moet weer is naar de kapper...	Moet weer is naar de kapper ...
821147450249449474	Rene_deMonchy	@EWdeVlieger @ZilteBotte Vraag 2:Inhoeverre mag een partij bij voorbaat kiezen voor oppositie i.p.v. bij voorbaat kiezen voor bestuur?	@EWdeVlieger @ZilteBotte Vraag 2: Inhoeverre mag een partij bij voorbaat kiezen voor oppositie i.p.v. bij voorbaat kiezen voor bestuur ?
821147450228535296	jeffreydehaard	@KupkeAjax van maandag op dinsdag 😉	@KupkeAjax van maandag op dinsdag 😉
821147451633635329	Roan_NL_	Ik vind een @YouTube-video van @yaraskygaming leuk: https://t.co/GOKSJQmrCF DE TRYHARD MODE GAAT OPNIEUW AAN! (COD: Black Ops 3 Search	Ik vind een @YouTube - video van @yaraskygaming leuk : https://t.co/GOKSJQmrCF DE TRYHARD MODE GAAT OPNIEUW AAN ! ( COD : Black Ops 3 Search
821147456050171904	mvanderKist	Geen weerwoord van de EU begrijp ik, @RutgervdNoort? https://t.co/suqH9PYANx	Geen weerwoord van de EU begrijp ik , @RutgervdNoort ? https://t.co/suqH9PYANx
821147462870016001	jefooi	RT @MissyTuxedo: 6 redenen waarom #Seks goed voor je is #Erotiek #Tips More Info: https://t.co/6NQJvIsd1G Een fijne vrijpartij is .…	RT @MissyTuxedo : 6 redenen waarom #Seks goed voor je is #Erotiek #Tips More Info : https://t.co/6NQJvIsd1G Een fijne vrijpartij is .…
821147465822961665	wvanloon1	De honderdste Volkskrant op Zondag https://t.co/iFqlHxtbJ7	De honderdste Volkskrant op Zondag https://t.co/iFqlHxtbJ7
821147468800921600	AWJAvanHattem	RT @GertonPolitiek: Aangehouden motie #PVV ‘verdere verduidelijking Subsidieregister’ uitgevoerd! Goed werk van @PVVNH.👍🏻 #psnh https://t.c…	RT @GertonPolitiek : Aangehouden motie #PVV ‘ verdere verduidelijking Subsidieregister ’ uitgevoerd ! Goed werk van @PVVNH .👍🏻 #psnh https://t.c …
821147470365425664	cmsanchezgomez	@Iris00010 @erikmouthaanRTL wordt weer een onvergetelijke nacht 😜🎉🎈🎉🎈	@Iris00010 @erikmouthaanRTL wordt weer een onvergetelijke nacht 😜🎉🎈🎉🎈
821147476350664704	abdoushakurdiou	Whahahah kijk deze https://t.co/izgYZPy9ey	Whahahah kijk deze https://t.co/izgYZPy9ey
821147477218824194	Eldorado_Radio	radio eldorado - nonstop uit studio heerde draait nu : stars on 45 - beach boys medley #hits #muziek	radio eldorado - nonstop uit studio heerde draait nu : stars on 45 - beach boys medley #hits #muziek
821147478103826432	Nobelxoxo	Ik heb een video toegevoegd aan een @YouTube-afspeellijst: https://t.co/bTTlRFuevp 50 Cent - Get Low (Lyric Video) ft. Jeremih, T.I.,	Ik heb een video toegevoegd aan een @YouTube - afspeellijst : https://t.co/bTTlRFuevp 50 Cent - Get Low ( Lyric Video ) ft . Jeremih , T.I.,
821147481014697984	renepluim	@VNONCW @VVD jammer dat de @VVD alleen opkomt voor de grotere bedrijven. Niet de zzp'er en kMKB	@VNONCW @VVD jammer dat de @VVD alleen opkomt voor de grotere bedrijven . Niet de zzp'er en kMKB
821147482969276416	ElienDeGroof	@LMossoux @MaiteHidalgoG ik kan niet slapen hahaha	@LMossoux @MaiteHidalgoG ik kan niet slapen hahaha
821147484638613504	_basjacobs	Britse premier May wil volledig met EU breken - NRC: https://t.co/hZLfYqGTwT	Britse premier May wil volledig met EU breken - NRC : https://t.co/hZLfYqGTwT
821147489327874049	Gewoon_Sher	@EricMMedia Aardig ben ik zeker!!!	@EricMMedia Aardig ben ik zeker !!!
821147492972720129	charmdpaula	RT @VSPorn: Heel game strong 👠💫 https://t.co/n6Y20A43rd	RT @VSPorn : Heel game strong 👠💫 https://t.co/n6Y20A43rd
821147497120808962	NS_online	@Skintightdenim Ik zie het niet meer. Snel aangepast dan ;). ^DX	@Skintightdenim Ik zie het niet meer . Snel aangepast dan ;). ^ DX
821147499742302208	KoffieTwitje	@DesDuivelsch ik niet. Ik zeg dan f you	@DesDuivelsch ik niet . Ik zeg dan f you
821147500752957440	MatthijsTweet	@Giuliatje IK HOU VAN HAPJES!	@Giuliatje IK HOU VAN HAPJES !
821147503299006465	AnisAgris	Euh... Zij hoort niet bij ons btw...we don't know her fam. https://t.co/3t12fHhSJ9	Euh ... Zij hoort niet bij ons btw ... we don't know her fam . https://t.co/3t12fHhSJ9
821147505656266752	MrVanderlee	#wijvanwceend. Dus een nazi bepaalt dat het nazisme toch eigenlijk best wel goed is? Zo werkt dat inter-sectionalis… https://t.co/c2gAU2PIg4	#wijvanwceend . Dus een nazi bepaalt dat het nazisme toch eigenlijk best wel goed is ? Zo werkt dat inter-sectionalis … https://t.co/c2gAU2PIg4
821147506360848384	kurdishawty	@kamelleke ik ga al.. 💔	@kamelleke ik ga al .. 💔
821147510127337472	WKRBNews	Bedrijfstakpensioenfonds Voor DE Media PNO Has $1,034,000 Stake in Citigroup Inc. $C https://t.co/6cZRDAVr0n	Bedrijfstakpensioenfonds Voor DE Media PNO Has $1,034,000 Stake in Citigroup Inc . $C https://t.co/6cZRDAVr0n
821147513877069826	AMAKO7	RT @bpschut: En @Martijn5155 de Koning vindt het academisch verantwoord met deze #jihad-fan samen te werken & haar sympathie te…	RT @bpschut : En @Martijn5155 de Koning vindt het academisch verantwoord met deze #jihad - fan samen te werken & haar sympathie te …
821147517630955520	gronkk	@JamesSjaalman Ik vind 't ook niet zo erg voor de wereld. Alleen jammer voor de VS dat ze zo weinig vodka drinken.	@JamesSjaalman Ik vind 't ook niet zo erg voor de wereld . Alleen jammer voor de VS dat ze zo weinig vodka drinken .
821147521007419392	zwaagwesteinde	@giet_e Dank je wel.	@giet_e Dank je wel .
821147524035702784	collinneke	01:09h Temp: -2.3°C Wind:N 7.9km/h Regen:0.0mm. Barometer:1034.2 hpa via MeteoBridge 3.2 Meer weer Roosendaal : https://t.co/mu6Na7wWY9	01:09h Temp : -2.3°C Wind :N 7.9 km /h Regen :0.0 mm . Barometer :1034.2 hpa via MeteoBridge 3.2 Meer weer Roosendaal : https://t.co/mu6Na7wWY9
821147524043915264	cloe85_nl	#heerlijke #bisexuele #cam #collega heetstudentje (29) uit #Amsterdam https://t.co/EKN3J6WNE5 https://t.co/i4Oli66og7	#heerlijke #bisexuele #cam #collega heetstudentje (29) uit #Amsterdam https://t.co/EKN3J6WNE5 https://t.co/i4Oli66og7
821147528066375681	WaerdtC	RT @2dekamerpvv: Wij laten ons niet weer belazeren door de #elite Daarom steunt u @geertwilderspvv The Who - Won't Get Fooled Again https:…	RT @2dekamerpvv : Wij laten ons niet weer belazeren door de #elite Daarom steunt u @geertwilderspvv The Who - Won't Get Fooled Again https: …
821147528972423169	maximlybaert	Die congolezen breken de boel af als die de Africa Cup winnen... zo loco en we zijn 1 match ver 😂	Die congolezen breken de boel af als die de Africa Cup winnen ... zo loco en we zijn 1 match ver 😂
821147528968228864	MaximeMXM	Wie heeft een goede android screenrecorder voor Thorby!? https://t.co/RseEz3JWOo	Wie heeft een goede android screenrecorder voor Thorby !? https://t.co/RseEz3JWOo
821147529576321024	koepelstereo	#onsdraainou John Lee Hooker - Boom Boom op KSFM 94.9FM, binne die Vredefort Koepel. Luister: https://t.co/O7QcjcOcSv	#onsdraainou John Lee Hooker - Boom Boom op KSFM 94.9 FM , binne die Vredefort Koepel . Luister : https://t.co/O7QcjcOcSv
821147531073744896	AWJAvanHattem	RT @FleurAgemaPVV: Ohhhh @Nieuwsuur vanavond in één zinnetje in groot item dat de PVV het dan wel goed doet onder jongeren maar... Man…	RT @FleurAgemaPVV : Ohhhh @Nieuwsuur vanavond in één zinnetje in groot item dat de PVV het dan wel goed doet onder jongeren maar ... Man …
821147530759180288	brug_open	De #Nieuwe #Botlekbrug is geopend om 01:10. Geschatte sluiting is om 01:19. #brug #open https://t.co/kn294dLGlo	De #Nieuwe #Botlekbrug is geopend om 01:10. Geschatte sluiting is om 01:19. #brug #open https://t.co/kn294dLGlo
